priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.78,0,[10],2,196,0,10,Monopolist
1,0.66,1,"[19, 15]",1,29,1,10,Diversifier
1,0.71,2,[14],1,74,2,10,Diversifier
1,0.81,3,[18],0,10,3,10,Monopolist
1,0.86,4,[12],2,178,4,10,Diversifier
1,0.89,5,[12],1,94,5,10,Diversifier
1,0.81,6,[5],0,10,6,10,Monopolist
1,0.64,7,[8],3,52,7,10,Diversifier
1,0.71,8,[11],2,168,8,10,Diversifier
1,0.78,9,[20],0,10,9,10,Monopolist
1,0.64,10,[14],1,74,10,10,Monopolist
1,0.87,11,"[9, 5]",1,90,11,10,Monopolist
1,0.78,12,[5],2,170,12,10,Diversifier
1,0.72,13,[17],0,10,13,10,Diversifier
1,0.78,14,[4],1,35,14,10,Monopolist
1,0.9,15,"[11, 6]",1,89,15,10,Diversifier
1,0.68,16,"[19, 17]",2,64,16,10,Monopolist
1,0.7,17,[16],0,10,17,10,Diversifier
1,0.69,18,[2],2,90,18,10,Monopolist
1,0.85,19,"[3, 19]",0,10,19,10,Diversifier
1,0.77,20,[15],0,10,20,10,Diversifier
1,0.66,21,[9],0,10,21,10,Diversifier
1,0.7,22,"[18, 4]",2,62,22,10,Monopolist
1,0.67,23,[8],3,52,23,10,Monopolist
1,0.7,24,[6],1,85,24,10,Monopolist
1,0.69,25,[9],0,10,25,10,Monopolist
1,0.74,26,"[9, 20]",2,96,26,10,Monopolist
1,0.87,27,"[9, 13]",1,28,27,10,Diversifier
1,0.74,28,"[20, 14]",0,10,28,10,Diversifier
1,0.81,29,"[9, 15]",0,10,29,10,Diversifier
1,0.68,30,"[12, 17]",1,94,30,10,Monopolist
1,0.67,31,[15],1,83,31,10,Monopolist
1,0.8,32,"[3, 14]",1,78,32,10,Monopolist
1,0.83,33,"[20, 9]",0,10,33,10,Diversifier
1,0.63,34,"[11, 5]",2,169,34,10,Monopolist
1,0.69,35,[13],0,10,35,10,Diversifier
1,0.71,36,[7],0,10,36,10,Diversifier
1,0.76,37,"[20, 13]",2,46,37,10,Monopolist
1,0.84,38,[15],0,10,38,10,Monopolist
1,0.84,39,[2],1,50,39,10,Diversifier
1,0.6,40,"[5, 16]",2,170,40,10,Diversifier
1,0.6,41,"[6, 1]",2,160,41,10,Monopolist
1,0.89,42,"[9, 3]",2,146,42,10,Diversifier
1,0.87,43,"[17, 7]",2,137,43,10,Diversifier
1,0.63,44,"[6, 10]",2,196,44,10,Monopolist
1,0.72,45,"[15, 10]",1,103,45,10,Diversifier
1,0.77,46,[20],1,49,46,10,Diversifier
1,0.82,47,[1],0,10,47,10,Monopolist
1,0.6,48,"[5, 14]",1,90,48,10,Diversifier
1,0.87,49,"[7, 12]",2,178,49,10,Diversifier
1,0.6,50,"[13, 17]",4,99,50,10,Monopolist
1,0.69,51,[12],2,178,51,10,Monopolist
1,0.85,52,"[13, 16]",1,91,52,10,Monopolist
