priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.74,0,"[5, 17]",4,285,0,10,Monopolist
1,0.9,1,"[8, 10]",2,117,1,10,Monopolist
1,0.86,2,"[12, 20]",3,217,2,10,Diversifier
1,0.63,3,"[14, 1]",1,25,3,10,Monopolist
1,0.61,4,"[12, 5]",4,334,4,10,Diversifier
1,0.76,5,[8],1,24,5,10,Monopolist
1,0.72,6,[9],1,57,6,10,Monopolist
1,0.69,7,"[14, 18]",5,182,7,10,Diversifier
1,0.87,8,[14],1,74,8,10,Diversifier
1,0.74,9,"[2, 6]",2,90,9,10,Monopolist
1,0.75,10,"[11, 15]",2,162,10,10,Diversifier
1,0.73,11,[4],0,10,11,10,Diversifier
1,0.6,12,[5],4,330,12,10,Monopolist
1,0.82,13,"[8, 11]",2,168,13,10,Monopolist
1,0.89,14,[20],1,49,14,10,Diversifier
1,0.62,15,[9],2,104,15,10,Diversifier
1,0.66,16,"[10, 1]",2,118,16,10,Monopolist
1,0.62,17,"[19, 17]",1,29,17,10,Diversifier
1,0.65,18,[20],4,166,18,10,Monopolist
1,0.74,19,"[11, 3]",3,214,19,10,Monopolist
1,0.74,20,[4],3,85,20,10,Diversifier
1,0.89,21,[8],2,38,21,10,Diversifier
1,0.79,22,[18],6,172,22,10,Diversifier
1,0.7,23,"[8, 17]",3,115,23,10,Diversifier
1,0.85,24,[10],1,103,24,10,Monopolist
1,0.83,25,[8],0,10,25,10,Monopolist
1,0.62,26,"[5, 11]",1,90,26,10,Monopolist
1,0.69,27,"[6, 5]",3,240,27,10,Monopolist
1,0.89,28,[14],2,138,28,10,Monopolist
1,0.69,29,[8],0,10,29,10,Monopolist
1,0.82,30,[16],2,172,30,10,Monopolist
1,0.61,31,"[6, 14]",2,138,31,10,Diversifier
1,0.78,32,"[13, 19]",3,67,32,10,Monopolist
1,0.69,33,[8],0,10,33,10,Monopolist
1,0.6,34,[19],0,10,34,10,Monopolist
