priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.84,0,[16],2,172,0,10,Diversifier
1,0.66,1,"[10, 17]",3,173,1,10,Monopolist
1,0.88,2,"[19, 17]",2,48,2,10,Monopolist
1,0.68,3,"[15, 8]",2,97,3,10,Diversifier
1,0.74,4,"[9, 12]",2,141,4,10,Monopolist
1,0.74,5,"[15, 13]",3,229,5,10,Monopolist
1,0.78,6,"[7, 13]",1,102,6,10,Monopolist
1,0.64,7,"[17, 11]",1,45,7,10,Monopolist
1,0.68,8,"[4, 13]",3,78,8,10,Monopolist
1,0.85,9,[2],2,90,9,10,Diversifier
1,0.66,10,"[18, 7]",1,102,10,10,Diversifier
1,0.65,11,"[16, 18]",2,172,11,10,Monopolist
1,0.64,12,[11],0,10,12,10,Diversifier
1,0.8,13,"[10, 11]",2,182,13,10,Monopolist
1,0.71,14,[14],0,10,14,10,Diversifier
1,0.64,15,"[19, 17]",2,48,15,10,Monopolist
1,0.7,16,"[18, 2]",1,37,16,10,Monopolist
1,0.72,17,"[7, 20]",2,194,17,10,Diversifier
1,0.66,18,"[8, 10]",5,159,18,10,Diversifier
1,0.63,19,"[18, 14]",3,128,19,10,Monopolist
1,0.89,20,"[3, 1]",2,40,20,10,Diversifier
1,0.7,21,"[6, 3]",2,153,21,10,Monopolist
1,0.6,22,[12],2,178,22,10,Monopolist
1,0.75,23,"[15, 20]",3,161,23,10,Monopolist
1,0.81,24,"[7, 8]",1,24,24,10,Diversifier
1,0.85,25,"[7, 8]",4,66,25,10,Diversifier
1,0.77,26,[5],3,250,26,10,Diversifier
1,0.61,27,"[11, 15]",1,83,27,10,Diversifier
1,0.86,28,"[20, 15]",3,195,28,10,Monopolist
1,0.7,29,[6],2,160,29,10,Diversifier
1,0.72,30,"[12, 18]",1,94,30,10,Monopolist
1,0.74,31,"[17, 16]",1,91,31,10,Monopolist
1,0.82,32,[14],0,10,32,10,Monopolist
1,0.85,33,[18],1,37,33,10,Diversifier
1,0.88,34,"[20, 11]",2,88,34,10,Diversifier
1,0.85,35,"[17, 18]",2,80,35,10,Diversifier
1,0.9,36,[18],0,10,36,10,Diversifier
1,0.85,37,[6],1,85,37,10,Diversifier
1,0.69,38,[13],2,46,38,10,Monopolist
1,0.6,39,[6],1,85,39,10,Diversifier
1,0.9,40,[7],0,10,40,10,Monopolist
1,0.89,41,[13],1,28,41,10,Diversifier
1,0.8,42,"[10, 11]",2,182,42,10,Monopolist
1,0.86,43,[9],3,151,43,10,Monopolist
1,0.62,44,"[17, 1]",3,55,44,10,Monopolist
1,0.76,45,"[6, 14]",1,74,45,10,Monopolist
1,0.89,46,[20],2,88,46,10,Diversifier
1,0.78,47,[13],1,28,47,10,Monopolist
1,0.74,48,[5],3,250,48,10,Monopolist
1,0.86,49,[5],3,250,49,10,Diversifier
1,0.88,50,[18],0,10,50,10,Monopolist
1,0.85,51,[12],2,178,51,10,Diversifier
1,0.85,52,[18],0,10,52,10,Monopolist
1,0.8,53,[2],1,50,53,10,Diversifier
1,0.8,54,"[15, 8]",4,243,54,10,Monopolist
1,0.73,55,[10],2,196,55,10,Monopolist
1,0.82,56,"[1, 2]",1,25,56,10,Monopolist
1,0.78,57,"[11, 13]",2,107,57,10,Diversifier
1,0.79,58,"[18, 9]",3,151,58,10,Monopolist
1,0.87,59,"[2, 16]",2,172,59,10,Monopolist
1,0.84,0,[16],2,172,0,20,Diversifier
1,0.66,1,"[10, 17]",3,173,1,20,Monopolist
1,0.88,2,"[19, 17]",2,48,2,20,Monopolist
1,0.68,3,"[15, 8]",2,97,3,20,Diversifier
1,0.74,4,"[9, 12]",2,141,4,20,Monopolist
1,0.74,5,"[15, 13]",3,229,5,20,Monopolist
1,0.78,6,"[7, 13]",1,102,6,20,Monopolist
1,0.64,7,"[17, 11]",1,45,7,20,Monopolist
1,0.68,8,"[4, 13]",4,103,8,20,Monopolist
1,0.85,9,[2],2,90,9,20,Diversifier
1,0.66,10,"[18, 7]",1,102,10,20,Diversifier
1,0.65,11,"[16, 18]",2,172,11,20,Monopolist
1,0.64,12,[11],0,10,12,20,Diversifier
1,0.8,13,"[10, 11]",2,182,13,20,Monopolist
1,0.71,14,[14],0,10,14,20,Diversifier
1,0.64,15,"[19, 17]",2,48,15,20,Monopolist
1,0.7,16,"[18, 2]",2,77,16,20,Monopolist
1,0.72,17,"[7, 20]",2,194,17,20,Diversifier
1,0.66,18,"[8, 10]",5,159,18,20,Diversifier
1,0.63,19,"[18, 14]",3,128,19,20,Monopolist
1,0.89,20,"[3, 1]",2,40,20,20,Diversifier
1,0.7,21,"[6, 3]",3,228,21,20,Monopolist
1,0.6,22,[12],2,178,22,20,Monopolist
1,0.75,23,"[15, 20]",4,234,23,20,Monopolist
1,0.81,24,"[7, 8]",2,38,24,20,Diversifier
1,0.85,25,"[7, 8]",4,66,25,20,Diversifier
1,0.77,26,[5],4,330,26,20,Diversifier
1,0.61,27,"[11, 15]",1,83,27,20,Diversifier
1,0.86,28,"[20, 15]",4,268,28,20,Monopolist
1,0.7,29,[6],2,160,29,20,Diversifier
1,0.72,30,"[12, 18]",1,94,30,20,Monopolist
1,0.74,31,"[17, 16]",2,172,31,20,Monopolist
1,0.82,32,[14],0,10,32,20,Monopolist
1,0.85,33,[18],1,37,33,20,Diversifier
1,0.88,34,"[20, 11]",2,88,34,20,Diversifier
1,0.85,35,"[17, 18]",2,80,35,20,Diversifier
1,0.9,36,[18],0,10,36,20,Diversifier
1,0.85,37,[6],1,85,37,20,Diversifier
1,0.69,38,[13],3,64,38,20,Monopolist
1,0.6,39,[6],2,160,39,20,Diversifier
1,0.9,40,[7],0,10,40,20,Monopolist
1,0.89,41,[13],1,28,41,20,Diversifier
1,0.8,42,"[10, 11]",2,182,42,20,Monopolist
1,0.86,43,[9],4,198,43,20,Monopolist
1,0.62,44,"[17, 1]",3,55,44,20,Monopolist
1,0.76,45,"[6, 14]",1,74,45,20,Monopolist
1,0.89,46,[20],2,88,46,20,Diversifier
1,0.78,47,[13],2,46,47,20,Monopolist
1,0.74,48,[5],4,330,48,20,Monopolist
1,0.86,49,[5],4,330,49,20,Diversifier
1,0.88,50,[18],0,10,50,20,Monopolist
1,0.85,51,[12],3,262,51,20,Diversifier
1,0.85,52,[18],0,10,52,20,Monopolist
1,0.8,53,[2],1,50,53,20,Diversifier
1,0.8,54,"[15, 8]",4,243,54,20,Monopolist
1,0.73,55,[10],2,196,55,20,Monopolist
1,0.82,56,"[1, 2]",2,40,56,20,Monopolist
1,0.78,57,"[11, 13]",2,107,57,20,Diversifier
1,0.79,58,"[18, 9]",4,198,58,20,Monopolist
1,0.87,59,"[2, 16]",2,172,59,20,Monopolist
1,0.84,0,[16],2,172,0,30,Diversifier
1,0.66,1,"[10, 17]",3,173,1,30,Monopolist
1,0.88,2,"[19, 17]",2,48,2,30,Monopolist
1,0.68,3,"[15, 8]",2,97,3,30,Diversifier
1,0.74,4,"[9, 12]",2,141,4,30,Monopolist
1,0.74,5,"[15, 13]",3,229,5,30,Monopolist
1,0.78,6,"[7, 13]",1,102,6,30,Monopolist
1,0.64,7,"[17, 11]",1,45,7,30,Monopolist
1,0.68,8,"[4, 13]",5,128,8,30,Monopolist
1,0.85,9,[2],4,170,9,30,Diversifier
1,0.66,10,"[18, 7]",1,102,10,30,Diversifier
1,0.65,11,"[16, 18]",3,253,11,30,Monopolist
1,0.64,12,[11],0,10,12,30,Diversifier
1,0.8,13,"[10, 11]",3,261,13,30,Monopolist
1,0.71,14,[14],1,74,14,30,Diversifier
1,0.64,15,"[19, 17]",3,67,15,30,Monopolist
1,0.7,16,"[18, 2]",2,77,16,30,Monopolist
1,0.72,17,"[7, 20]",2,194,17,30,Diversifier
1,0.66,18,"[8, 10]",6,252,18,30,Diversifier
1,0.63,19,"[18, 14]",4,192,19,30,Monopolist
1,0.89,20,"[3, 1]",3,108,20,30,Diversifier
1,0.7,21,"[6, 3]",4,296,21,30,Monopolist
1,0.6,22,[12],2,178,22,30,Monopolist
1,0.75,23,"[15, 20]",4,234,23,30,Monopolist
1,0.81,24,"[7, 8]",2,38,24,30,Diversifier
1,0.85,25,"[7, 8]",5,80,25,30,Diversifier
1,0.77,26,[5],4,330,26,30,Diversifier
1,0.61,27,"[11, 15]",2,156,27,30,Diversifier
1,0.86,28,"[20, 15]",4,268,28,30,Monopolist
1,0.7,29,[6],2,160,29,30,Diversifier
1,0.72,30,"[12, 18]",1,94,30,30,Monopolist
1,0.74,31,"[17, 16]",3,253,31,30,Monopolist
1,0.82,32,[14],0,10,32,30,Monopolist
1,0.85,33,[18],1,37,33,30,Diversifier
1,0.88,34,"[20, 11]",2,88,34,30,Diversifier
1,0.85,35,"[17, 18]",2,80,35,30,Diversifier
1,0.9,36,[18],0,10,36,30,Diversifier
1,0.85,37,[6],2,160,37,30,Diversifier
1,0.69,38,[13],3,64,38,30,Monopolist
1,0.6,39,[6],3,235,39,30,Diversifier
1,0.9,40,[7],0,10,40,30,Monopolist
1,0.89,41,[13],1,28,41,30,Diversifier
1,0.8,42,"[10, 11]",2,182,42,30,Monopolist
1,0.86,43,[9],4,198,43,30,Monopolist
1,0.62,44,"[17, 1]",4,70,44,30,Monopolist
1,0.76,45,"[6, 14]",1,74,45,30,Monopolist
1,0.89,46,[20],2,88,46,30,Diversifier
1,0.78,47,[13],2,46,47,30,Monopolist
1,0.74,48,[5],4,330,48,30,Monopolist
1,0.86,49,[5],5,410,49,30,Diversifier
1,0.88,50,[18],0,10,50,30,Monopolist
1,0.85,51,[12],3,262,51,30,Diversifier
1,0.85,52,[18],0,10,52,30,Monopolist
1,0.8,53,[2],1,50,53,30,Diversifier
1,0.8,54,"[15, 8]",4,243,54,30,Monopolist
1,0.73,55,[10],2,196,55,30,Monopolist
1,0.82,56,"[1, 2]",2,40,56,30,Monopolist
1,0.78,57,"[11, 13]",2,107,57,30,Diversifier
1,0.79,58,"[18, 9]",5,245,58,30,Monopolist
1,0.87,59,"[2, 16]",3,212,59,30,Monopolist
1,0.84,0,[16],2,172,0,40,Diversifier
1,0.66,1,"[10, 17]",3,173,1,40,Monopolist
1,0.88,2,"[19, 17]",3,83,2,40,Monopolist
1,0.68,3,"[15, 8]",3,170,3,40,Diversifier
1,0.74,4,"[9, 12]",3,225,4,40,Monopolist
1,0.74,5,"[15, 13]",4,247,5,40,Monopolist
1,0.78,6,"[7, 13]",2,194,6,40,Monopolist
1,0.64,7,"[17, 11]",1,45,7,40,Monopolist
1,0.68,8,"[4, 13]",6,146,8,40,Monopolist
1,0.85,9,[2],4,170,9,40,Diversifier
1,0.66,10,"[18, 7]",1,102,10,40,Diversifier
1,0.65,11,"[16, 18]",3,253,11,40,Monopolist
1,0.64,12,[11],0,10,12,40,Diversifier
1,0.8,13,"[10, 11]",4,340,13,40,Monopolist
1,0.71,14,[14],1,74,14,40,Diversifier
1,0.64,15,"[19, 17]",4,86,15,40,Monopolist
1,0.7,16,"[18, 2]",2,77,16,40,Monopolist
1,0.72,17,"[7, 20]",2,194,17,40,Diversifier
1,0.66,18,"[8, 10]",6,252,18,40,Diversifier
1,0.63,19,"[18, 14]",4,192,19,40,Monopolist
1,0.89,20,"[3, 1]",3,108,20,40,Diversifier
1,0.7,21,"[6, 3]",4,296,21,40,Monopolist
1,0.6,22,[12],2,178,22,40,Monopolist
1,0.75,23,"[15, 20]",4,234,23,40,Monopolist
1,0.81,24,"[7, 8]",2,38,24,40,Diversifier
1,0.85,25,"[7, 8]",5,80,25,40,Diversifier
1,0.77,26,[5],4,330,26,40,Diversifier
1,0.61,27,"[11, 15]",2,156,27,40,Diversifier
1,0.86,28,"[20, 15]",4,268,28,40,Monopolist
1,0.7,29,[6],2,160,29,40,Diversifier
1,0.72,30,"[12, 18]",1,94,30,40,Monopolist
1,0.74,31,"[17, 16]",3,253,31,40,Monopolist
1,0.82,32,[14],1,74,32,40,Monopolist
1,0.85,33,[18],1,37,33,40,Diversifier
1,0.88,34,"[20, 11]",2,88,34,40,Diversifier
1,0.85,35,"[17, 18]",3,115,35,40,Diversifier
1,0.9,36,[18],0,10,36,40,Diversifier
1,0.85,37,[6],2,160,37,40,Diversifier
1,0.69,38,[13],3,64,38,40,Monopolist
1,0.6,39,[6],3,235,39,40,Diversifier
1,0.9,40,[7],0,10,40,40,Monopolist
1,0.89,41,[13],1,28,41,40,Diversifier
1,0.8,42,"[10, 11]",2,182,42,40,Monopolist
1,0.86,43,[9],5,245,43,40,Monopolist
1,0.62,44,"[17, 1]",4,70,44,40,Monopolist
1,0.76,45,"[6, 14]",2,138,45,40,Monopolist
1,0.89,46,[20],2,88,46,40,Diversifier
1,0.78,47,[13],2,46,47,40,Monopolist
