priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.64,0,"[15, 13]",0,10,0,10,Diversifier
1,0.74,1,[3],0,10,1,10,Diversifier
1,0.62,2,"[6, 5]",0,10,2,10,Diversifier
1,0.88,3,[22],0,10,3,10,Monopolist
1,0.66,4,[15],0,10,4,10,Monopolist
1,0.65,5,"[28, 6]",0,10,5,10,Diversifier
1,0.87,6,[20],0,10,6,10,Diversifier
1,0.78,7,[25],0,10,7,10,Diversifier
1,0.9,8,[13],0,10,8,10,Monopolist
1,0.71,9,"[28, 23]",0,10,9,10,Monopolist
1,0.71,10,[13],0,10,10,10,Monopolist
1,0.8,11,[28],0,10,11,10,Diversifier
1,0.9,12,"[13, 27]",0,10,12,10,Diversifier
1,0.69,13,"[8, 28]",0,10,13,10,Diversifier
1,0.83,14,[6],0,10,14,10,Diversifier
1,0.73,15,[10],0,10,15,10,Diversifier
1,0.63,16,[27],0,10,16,10,Monopolist
1,0.79,17,[1],0,10,17,10,Diversifier
1,0.77,18,[11],0,10,18,10,Monopolist
1,0.6,19,"[10, 4]",0,10,19,10,Diversifier
1,0.7,20,[5],0,10,20,10,Diversifier
1,0.75,21,"[29, 22]",0,10,21,10,Diversifier
1,0.9,22,"[5, 12]",0,10,22,10,Monopolist
1,0.61,23,"[18, 8]",0,10,23,10,Monopolist
1,0.61,24,"[22, 18]",0,10,24,10,Diversifier
1,0.72,25,[23],0,10,25,10,Diversifier
1,0.73,26,[27],0,10,26,10,Diversifier
1,0.61,27,"[12, 20]",0,10,27,10,Monopolist
1,0.63,28,"[28, 3]",0,10,28,10,Monopolist
1,0.69,29,"[23, 30]",0,10,29,10,Diversifier
1,0.78,30,[6],0,10,30,10,Diversifier
1,0.83,31,"[30, 17]",0,10,31,10,Diversifier
1,0.73,32,"[9, 20]",0,10,32,10,Monopolist
1,0.75,33,[10],0,10,33,10,Monopolist
1,0.63,34,[1],0,10,34,10,Monopolist
1,0.75,35,[14],0,10,35,10,Monopolist
1,0.77,36,[14],0,10,36,10,Monopolist
1,0.89,37,[18],0,10,37,10,Diversifier
1,0.65,38,"[15, 5]",0,10,38,10,Monopolist
1,0.75,39,[14],0,10,39,10,Diversifier
1,0.79,40,[5],0,10,40,10,Monopolist
1,0.84,41,[26],0,10,41,10,Diversifier
1,0.66,42,[25],0,10,42,10,Diversifier
1,0.73,43,[10],0,10,43,10,Monopolist
1,0.64,44,[19],0,10,44,10,Diversifier
1,0.6,45,[28],0,10,45,10,Monopolist
1,0.65,46,"[24, 11]",0,10,46,10,Monopolist
