priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.75,0,"[24, 15]",0,10,0,10,Diversifier
1,0.65,1,[17],0,10,1,10,Diversifier
1,0.78,2,[20],0,10,2,10,Monopolist
1,0.86,3,[2],1,50,3,10,Diversifier
1,0.77,4,[23],0,10,4,10,Diversifier
1,0.72,5,[26],2,98,5,10,Diversifier
1,0.64,6,"[3, 29]",0,10,6,10,Monopolist
1,0.62,7,"[5, 20]",0,10,7,10,Monopolist
1,0.8,8,[13],0,10,8,10,Diversifier
1,0.67,9,[2],1,50,9,10,Monopolist
1,0.78,10,[22],0,10,10,10,Diversifier
1,0.76,11,"[13, 4]",1,35,11,10,Monopolist
1,0.64,12,[12],0,10,12,10,Monopolist
1,0.9,13,"[30, 11]",1,109,13,10,Monopolist
1,0.79,14,"[21, 7]",0,10,14,10,Diversifier
1,0.7,15,[6],0,10,15,10,Diversifier
1,0.78,16,"[27, 10]",0,10,16,10,Monopolist
1,0.82,17,[13],0,10,17,10,Monopolist
1,0.79,18,[6],0,10,18,10,Diversifier
1,0.89,19,[26],0,10,19,10,Diversifier
1,0.71,20,"[10, 8]",0,10,20,10,Monopolist
1,0.88,21,[27],0,10,21,10,Monopolist
1,0.68,22,"[22, 21]",0,10,22,10,Monopolist
1,0.87,23,"[13, 16]",0,10,23,10,Monopolist
1,0.66,24,[6],0,10,24,10,Diversifier
1,0.69,25,"[21, 7]",0,10,25,10,Monopolist
1,0.8,26,"[3, 19]",0,10,26,10,Diversifier
1,0.71,27,"[5, 25]",0,10,27,10,Diversifier
1,0.79,28,"[22, 5]",0,10,28,10,Diversifier
1,0.68,29,"[26, 9]",1,57,29,10,Diversifier
1,0.78,30,[12],0,10,30,10,Monopolist
1,0.61,31,[12],0,10,31,10,Diversifier
1,0.78,32,"[2, 3]",0,10,32,10,Diversifier
1,0.64,33,"[14, 18]",0,10,33,10,Diversifier
1,0.85,34,"[8, 23]",1,24,34,10,Diversifier
1,0.69,35,"[20, 3]",0,10,35,10,Diversifier
1,0.73,36,"[24, 16]",0,10,36,10,Diversifier
1,0.72,37,"[25, 1]",1,76,37,10,Monopolist
1,0.73,38,"[7, 24]",0,10,38,10,Diversifier
1,0.84,39,"[2, 18]",1,37,39,10,Diversifier
1,0.65,40,[27],1,33,40,10,Monopolist
1,0.74,41,[17],0,10,41,10,Monopolist
1,0.87,42,"[23, 2]",0,10,42,10,Monopolist
1,0.77,43,[15],1,83,43,10,Diversifier
1,0.75,44,[22],0,10,44,10,Diversifier
1,0.78,45,[19],0,10,45,10,Monopolist
1,0.71,46,"[6, 16]",0,10,46,10,Monopolist
1,0.81,47,[8],0,10,47,10,Diversifier
1,0.84,48,"[20, 27]",0,10,48,10,Monopolist
1,0.77,49,[17],0,10,49,10,Monopolist
1,0.75,0,"[24, 15]",0,10,0,20,Diversifier
1,0.65,1,[17],0,10,1,20,Diversifier
