priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.75,0,[19],0,10,0,10,Monopolist
1,0.84,1,"[12, 14]",3,222,1,10,Monopolist
1,0.88,2,[16],1,91,2,10,Diversifier
1,0.64,3,"[16, 11]",0,10,3,10,Monopolist
1,0.71,4,"[6, 9]",1,57,4,10,Monopolist
1,0.76,5,[10],2,196,5,10,Diversifier
1,0.63,6,[7],2,194,6,10,Monopolist
1,0.87,7,"[3, 15]",3,219,7,10,Monopolist
1,0.67,8,[4],1,35,8,10,Monopolist
1,0.7,9,[6],0,10,9,10,Monopolist
1,0.72,10,"[1, 14]",2,40,10,10,Diversifier
1,0.75,11,"[18, 20]",6,184,11,10,Monopolist
1,0.69,12,[18],2,64,12,10,Monopolist
1,0.9,13,"[12, 3]",1,94,13,10,Diversifier
1,0.9,14,"[12, 17]",0,10,14,10,Diversifier
1,0.9,15,[1],1,25,15,10,Monopolist
1,0.67,16,"[5, 17]",2,80,16,10,Diversifier
1,0.74,17,[2],2,90,17,10,Monopolist
1,0.76,18,[8],1,24,18,10,Diversifier
1,0.64,19,[6],1,85,19,10,Monopolist
1,0.74,20,[17],1,45,20,10,Monopolist
1,0.82,21,[18],1,37,21,10,Diversifier
1,0.64,22,[11],1,89,22,10,Diversifier
1,0.65,23,[5],3,250,23,10,Monopolist
1,0.61,24,[9],1,57,24,10,Diversifier
1,0.75,25,[1],1,25,25,10,Diversifier
1,0.89,26,"[13, 5]",1,90,26,10,Diversifier
1,0.73,27,"[11, 13]",1,28,27,10,Monopolist
1,0.66,28,[16],1,91,28,10,Diversifier
1,0.89,29,[1],0,10,29,10,Monopolist
1,0.89,30,[2],4,170,30,10,Monopolist
1,0.76,31,[15],1,83,31,10,Diversifier
1,0.77,32,"[8, 9]",2,104,32,10,Diversifier
1,0.63,33,"[17, 13]",2,46,33,10,Monopolist
1,0.85,34,[5],0,10,34,10,Monopolist
1,0.81,35,[4],0,10,35,10,Diversifier
1,0.68,36,[17],0,10,36,10,Diversifier
1,0.81,37,"[13, 5]",0,10,37,10,Diversifier
1,0.8,38,[19],1,29,38,10,Monopolist
1,0.6,39,[16],2,172,39,10,Diversifier
1,0.86,40,[19],1,29,40,10,Monopolist
1,0.74,41,[1],1,25,41,10,Monopolist
1,0.64,42,"[19, 3]",2,97,42,10,Diversifier
1,0.61,43,"[1, 12]",3,124,43,10,Diversifier
1,0.85,44,"[7, 20]",3,233,44,10,Diversifier
1,0.74,45,[4],1,35,45,10,Monopolist
1,0.84,46,[12],1,94,46,10,Diversifier
1,0.73,47,[1],0,10,47,10,Monopolist
1,0.76,48,"[5, 19]",0,10,48,10,Diversifier
1,0.84,49,"[11, 15]",1,83,49,10,Diversifier
1,0.6,50,[11],0,10,50,10,Diversifier
1,0.75,51,[4],2,60,51,10,Diversifier
1,0.88,52,"[20, 6]",2,160,52,10,Monopolist
1,0.84,53,"[3, 8]",1,24,53,10,Monopolist
1,0.62,54,"[20, 10]",2,196,54,10,Monopolist
1,0.79,55,"[12, 14]",0,10,55,10,Monopolist
1,0.86,56,[3],1,78,56,10,Monopolist
1,0.88,57,[12],1,94,57,10,Monopolist
1,0.89,58,"[4, 12]",2,119,58,10,Diversifier
1,0.9,59,[1],2,40,59,10,Diversifier
1,0.75,0,[19],0,10,0,20,Monopolist
1,0.84,1,"[12, 14]",3,222,1,20,Monopolist
1,0.88,2,[16],2,172,2,20,Diversifier
1,0.64,3,"[16, 11]",1,91,3,20,Monopolist
1,0.71,4,"[6, 9]",2,132,4,20,Monopolist
1,0.76,5,[10],2,196,5,20,Diversifier
1,0.63,6,[7],3,286,6,20,Monopolist
1,0.87,7,"[3, 15]",3,219,7,20,Monopolist
1,0.67,8,[4],2,60,8,20,Monopolist
1,0.7,9,[6],0,10,9,20,Monopolist
1,0.72,10,"[1, 14]",2,40,10,20,Diversifier
1,0.75,11,"[18, 20]",8,238,11,20,Monopolist
1,0.69,12,[18],2,64,12,20,Monopolist
1,0.9,13,"[12, 3]",1,94,13,20,Diversifier
1,0.9,14,"[12, 17]",0,10,14,20,Diversifier
1,0.9,15,[1],1,25,15,20,Monopolist
1,0.67,16,"[5, 17]",2,80,16,20,Diversifier
1,0.74,17,[2],3,130,17,20,Monopolist
1,0.76,18,[8],2,38,18,20,Diversifier
1,0.64,19,[6],1,85,19,20,Monopolist
1,0.74,20,[17],2,80,20,20,Monopolist
1,0.82,21,[18],1,37,21,20,Diversifier
1,0.64,22,[11],1,89,22,20,Diversifier
1,0.65,23,[5],3,250,23,20,Monopolist
1,0.61,24,[9],2,104,24,20,Diversifier
1,0.75,25,[1],1,25,25,20,Diversifier
1,0.89,26,"[13, 5]",1,90,26,20,Diversifier
1,0.73,27,"[11, 13]",1,28,27,20,Monopolist
1,0.66,28,[16],1,91,28,20,Diversifier
1,0.89,29,[1],0,10,29,20,Monopolist
1,0.89,30,[2],5,210,30,20,Monopolist
1,0.76,31,[15],2,156,31,20,Diversifier
1,0.77,32,"[8, 9]",3,151,32,20,Diversifier
1,0.63,33,"[17, 13]",2,46,33,20,Monopolist
1,0.85,34,[5],0,10,34,20,Monopolist
1,0.81,35,[4],0,10,35,20,Diversifier
1,0.68,36,[17],0,10,36,20,Diversifier
1,0.81,37,"[13, 5]",0,10,37,20,Diversifier
1,0.8,38,[19],1,29,38,20,Monopolist
1,0.6,39,[16],2,172,39,20,Diversifier
1,0.86,40,[19],1,29,40,20,Monopolist
1,0.74,41,[1],1,25,41,20,Monopolist
1,0.64,42,"[19, 3]",2,97,42,20,Diversifier
1,0.61,43,"[1, 12]",3,124,43,20,Diversifier
1,0.85,44,"[7, 20]",3,233,44,20,Diversifier
1,0.74,45,[4],1,35,45,20,Monopolist
1,0.84,46,[12],2,178,46,20,Diversifier
1,0.73,47,[1],0,10,47,20,Monopolist
1,0.76,48,"[5, 19]",1,90,48,20,Diversifier
1,0.84,49,"[11, 15]",1,83,49,20,Diversifier
1,0.6,50,[11],0,10,50,20,Diversifier
1,0.75,51,[4],2,60,51,20,Diversifier
1,0.88,52,"[20, 6]",2,160,52,20,Monopolist
