priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.61,0,"[5, 6]",1,85,0,10,Diversifier
1,0.79,1,[4],0,10,1,10,Monopolist
1,0.69,2,[6],2,160,2,10,Monopolist
1,0.76,3,[8],2,38,3,10,Monopolist
1,0.9,4,"[10, 11]",2,182,4,10,Diversifier
1,0.73,5,"[14, 5]",0,10,5,10,Diversifier
1,0.82,6,"[8, 10]",2,196,6,10,Monopolist
1,0.76,7,[18],1,37,7,10,Diversifier
1,0.86,8,"[1, 5]",1,25,8,10,Monopolist
1,0.7,9,"[16, 4]",1,91,9,10,Monopolist
1,0.81,10,"[16, 12]",4,340,10,10,Monopolist
1,0.84,11,"[1, 5]",0,10,11,10,Diversifier
1,0.6,12,"[14, 17]",1,45,12,10,Diversifier
1,0.76,13,[10],2,196,13,10,Diversifier
1,0.76,14,"[5, 14]",2,170,14,10,Monopolist
1,0.86,15,[14],0,10,15,10,Monopolist
1,0.87,16,[20],3,127,16,10,Diversifier
1,0.73,17,[2],4,170,17,10,Diversifier
1,0.74,18,[13],0,10,18,10,Monopolist
1,0.67,19,"[3, 11]",2,157,19,10,Diversifier
1,0.69,20,"[15, 7]",2,175,20,10,Diversifier
1,0.77,21,[14],0,10,21,10,Diversifier
1,0.74,22,"[11, 4]",2,114,22,10,Monopolist
1,0.7,23,[13],1,28,23,10,Monopolist
1,0.72,24,"[6, 11]",2,164,24,10,Diversifier
1,0.75,25,"[9, 7]",1,102,25,10,Monopolist
1,0.63,26,[9],2,104,26,10,Diversifier
1,0.7,27,"[4, 13]",0,10,27,10,Diversifier
1,0.87,28,"[10, 7]",3,289,28,10,Monopolist
1,0.68,29,[4],1,35,29,10,Monopolist
1,0.81,30,"[17, 3]",2,80,30,10,Diversifier
1,0.85,31,[14],0,10,31,10,Monopolist
1,0.76,32,[11],2,168,32,10,Diversifier
1,0.78,33,[17],1,45,33,10,Diversifier
1,0.79,34,[13],0,10,34,10,Monopolist
1,0.63,35,[1],1,25,35,10,Diversifier
1,0.75,36,"[13, 15]",2,46,36,10,Monopolist
1,0.73,37,[15],1,83,37,10,Monopolist
1,0.88,38,[17],1,45,38,10,Diversifier
1,0.76,39,"[5, 1]",1,90,39,10,Diversifier
1,0.76,40,[9],1,57,40,10,Diversifier
1,0.75,41,"[19, 12]",6,254,41,10,Diversifier
1,0.68,42,[14],1,74,42,10,Monopolist
1,0.81,43,[17],2,80,43,10,Diversifier
1,0.74,44,[15],1,83,44,10,Diversifier
1,0.64,45,"[1, 18]",3,91,45,10,Diversifier
1,0.67,46,[7],2,194,46,10,Diversifier
1,0.63,47,[3],1,78,47,10,Monopolist
1,0.87,48,"[13, 10]",1,103,48,10,Diversifier
1,0.89,49,"[18, 2]",3,117,49,10,Monopolist
1,0.6,50,[6],0,10,50,10,Monopolist
1,0.72,51,[13],0,10,51,10,Diversifier
1,0.64,52,[20],2,88,52,10,Diversifier
1,0.84,53,[16],1,91,53,10,Diversifier
1,0.71,54,[4],2,60,54,10,Monopolist
1,0.76,55,[4],2,60,55,10,Diversifier
1,0.62,56,"[11, 16]",2,170,56,10,Diversifier
1,0.65,57,"[5, 7]",3,286,57,10,Monopolist
1,0.89,58,"[14, 9]",2,121,58,10,Diversifier
1,0.62,59,"[8, 2]",1,24,59,10,Diversifier
1,0.61,0,"[5, 6]",1,85,0,20,Diversifier
1,0.79,1,[4],0,10,1,20,Monopolist
1,0.69,2,[6],3,235,2,20,Monopolist
1,0.76,3,[8],3,52,3,20,Monopolist
1,0.9,4,"[10, 11]",3,275,4,20,Diversifier
1,0.73,5,"[14, 5]",0,10,5,20,Diversifier
1,0.82,6,"[8, 10]",2,196,6,20,Monopolist
1,0.76,7,[18],1,37,7,20,Diversifier
1,0.86,8,"[1, 5]",2,40,8,20,Monopolist
1,0.7,9,"[16, 4]",1,91,9,20,Monopolist
1,0.81,10,"[16, 12]",5,421,10,20,Monopolist
1,0.84,11,"[1, 5]",1,90,11,20,Diversifier
1,0.6,12,"[14, 17]",1,45,12,20,Diversifier
1,0.76,13,[10],2,196,13,20,Diversifier
1,0.76,14,"[5, 14]",2,170,14,20,Monopolist
1,0.86,15,[14],0,10,15,20,Monopolist
1,0.87,16,[20],3,127,16,20,Diversifier
1,0.73,17,[2],4,170,17,20,Diversifier
1,0.74,18,[13],0,10,18,20,Monopolist
1,0.67,19,"[3, 11]",2,157,19,20,Diversifier
1,0.69,20,"[15, 7]",3,267,20,20,Diversifier
1,0.77,21,[14],0,10,21,20,Diversifier
1,0.74,22,"[11, 4]",2,114,22,20,Monopolist
1,0.7,23,[13],1,28,23,20,Monopolist
1,0.72,24,"[6, 11]",3,243,24,20,Diversifier
1,0.75,25,"[9, 7]",1,102,25,20,Monopolist
1,0.63,26,[9],2,104,26,20,Diversifier
1,0.7,27,"[4, 13]",0,10,27,20,Diversifier
1,0.87,28,"[10, 7]",3,289,28,20,Monopolist
1,0.68,29,[4],1,35,29,20,Monopolist
1,0.81,30,"[17, 3]",2,80,30,20,Diversifier
1,0.85,31,[14],0,10,31,20,Monopolist
1,0.76,32,[11],2,168,32,20,Diversifier
1,0.78,33,[17],1,45,33,20,Diversifier
1,0.79,34,[13],0,10,34,20,Monopolist
1,0.63,35,[1],1,25,35,20,Diversifier
1,0.75,36,"[13, 15]",3,64,36,20,Monopolist
1,0.73,37,[15],2,156,37,20,Monopolist
1,0.88,38,[17],2,80,38,20,Diversifier
1,0.76,39,"[5, 1]",1,90,39,20,Diversifier
1,0.76,40,[9],1,57,40,20,Diversifier
1,0.75,41,"[19, 12]",7,273,41,20,Diversifier
1,0.68,42,[14],1,74,42,20,Monopolist
1,0.81,43,[17],2,80,43,20,Diversifier
1,0.74,44,[15],2,156,44,20,Diversifier
1,0.64,45,"[1, 18]",3,91,45,20,Diversifier
1,0.67,46,[7],2,194,46,20,Diversifier
1,0.63,47,[3],1,78,47,20,Monopolist
1,0.87,48,"[13, 10]",1,103,48,20,Diversifier
1,0.89,49,"[18, 2]",3,117,49,20,Monopolist
1,0.6,50,[6],1,85,50,20,Monopolist
1,0.72,51,[13],0,10,51,20,Diversifier
1,0.64,52,[20],3,127,52,20,Diversifier
1,0.84,53,[16],1,91,53,20,Diversifier
1,0.71,54,[4],2,60,54,20,Monopolist
1,0.76,55,[4],3,85,55,20,Diversifier
1,0.62,56,"[11, 16]",2,170,56,20,Diversifier
1,0.65,57,"[5, 7]",3,286,57,20,Monopolist
1,0.89,58,"[14, 9]",2,121,58,20,Diversifier
1,0.62,59,"[8, 2]",1,24,59,20,Diversifier
1,0.61,0,"[5, 6]",2,160,0,30,Diversifier
1,0.79,1,[4],1,35,1,30,Monopolist
1,0.69,2,[6],3,235,2,30,Monopolist
1,0.76,3,[8],3,52,3,30,Monopolist
1,0.9,4,"[10, 11]",3,275,4,30,Diversifier
1,0.73,5,"[14, 5]",0,10,5,30,Diversifier
1,0.82,6,"[8, 10]",3,289,6,30,Monopolist
1,0.76,7,[18],1,37,7,30,Diversifier
1,0.86,8,"[1, 5]",3,120,8,30,Monopolist
1,0.7,9,"[16, 4]",1,91,9,30,Monopolist
1,0.81,10,"[16, 12]",5,421,10,30,Monopolist
1,0.84,11,"[1, 5]",1,90,11,30,Diversifier
1,0.6,12,"[14, 17]",1,45,12,30,Diversifier
1,0.76,13,[10],3,289,13,30,Diversifier
1,0.76,14,"[5, 14]",2,170,14,30,Monopolist
1,0.86,15,[14],0,10,15,30,Monopolist
1,0.87,16,[20],4,166,16,30,Diversifier
1,0.73,17,[2],4,170,17,30,Diversifier
1,0.74,18,[13],0,10,18,30,Monopolist
1,0.67,19,"[3, 11]",3,236,19,30,Diversifier
1,0.69,20,"[15, 7]",3,267,20,30,Diversifier
1,0.77,21,[14],0,10,21,30,Diversifier
1,0.74,22,"[11, 4]",3,193,22,30,Monopolist
1,0.7,23,[13],1,28,23,30,Monopolist
1,0.72,24,"[6, 11]",4,318,24,30,Diversifier
1,0.75,25,"[9, 7]",1,102,25,30,Monopolist
1,0.63,26,[9],2,104,26,30,Diversifier
1,0.7,27,"[4, 13]",0,10,27,30,Diversifier
1,0.87,28,"[10, 7]",4,381,28,30,Monopolist
1,0.68,29,[4],1,35,29,30,Monopolist
1,0.81,30,"[17, 3]",2,80,30,30,Diversifier
1,0.85,31,[14],0,10,31,30,Monopolist
1,0.76,32,[11],2,168,32,30,Diversifier
1,0.78,33,[17],1,45,33,30,Diversifier
1,0.79,34,[13],0,10,34,30,Monopolist
1,0.63,35,[1],2,40,35,30,Diversifier
1,0.75,36,"[13, 15]",3,64,36,30,Monopolist
1,0.73,37,[15],2,156,37,30,Monopolist
1,0.88,38,[17],2,80,38,30,Diversifier
1,0.76,39,"[5, 1]",1,90,39,30,Diversifier
1,0.76,40,[9],2,104,40,30,Diversifier
1,0.75,41,"[19, 12]",9,376,41,30,Diversifier
1,0.68,42,[14],1,74,42,30,Monopolist
1,0.81,43,[17],2,80,43,30,Diversifier
1,0.74,44,[15],2,156,44,30,Diversifier
1,0.64,45,"[1, 18]",4,118,45,30,Diversifier
1,0.67,46,[7],3,286,46,30,Diversifier
1,0.63,47,[3],1,78,47,30,Monopolist
1,0.87,48,"[13, 10]",2,121,48,30,Diversifier
1,0.89,49,"[18, 2]",3,117,49,30,Monopolist
1,0.6,50,[6],2,160,50,30,Monopolist
1,0.72,51,[13],0,10,51,30,Diversifier
1,0.64,52,[20],4,166,52,30,Diversifier
1,0.84,53,[16],1,91,53,30,Diversifier
1,0.71,54,[4],2,60,54,30,Monopolist
1,0.76,55,[4],3,85,55,30,Diversifier
1,0.62,56,"[11, 16]",3,249,56,30,Diversifier
1,0.65,57,"[5, 7]",3,286,57,30,Monopolist
1,0.89,58,"[14, 9]",2,121,58,30,Diversifier
1,0.62,59,"[8, 2]",1,24,59,30,Diversifier
1,0.61,0,"[5, 6]",2,160,0,40,Diversifier
1,0.79,1,[4],1,35,1,40,Monopolist
1,0.69,2,[6],4,310,2,40,Monopolist
1,0.76,3,[8],3,52,3,40,Monopolist
1,0.9,4,"[10, 11]",3,275,4,40,Diversifier
1,0.73,5,"[14, 5]",1,90,5,40,Diversifier
1,0.82,6,"[8, 10]",3,289,6,40,Monopolist
1,0.76,7,[18],3,91,7,40,Diversifier
1,0.86,8,"[1, 5]",3,120,8,40,Monopolist
1,0.7,9,"[16, 4]",1,91,9,40,Monopolist
1,0.81,10,"[16, 12]",6,502,10,40,Monopolist
1,0.84,11,"[1, 5]",2,105,11,40,Diversifier
1,0.6,12,"[14, 17]",2,80,12,40,Diversifier
1,0.76,13,[10],3,289,13,40,Diversifier
1,0.76,14,"[5, 14]",2,170,14,40,Monopolist
1,0.86,15,[14],0,10,15,40,Monopolist
1,0.87,16,[20],5,205,16,40,Diversifier
1,0.73,17,[2],5,210,17,40,Diversifier
1,0.74,18,[13],0,10,18,40,Monopolist
1,0.67,19,"[3, 11]",4,315,19,40,Diversifier
1,0.69,20,"[15, 7]",3,267,20,40,Diversifier
1,0.77,21,[14],0,10,21,40,Diversifier
1,0.74,22,"[11, 4]",3,193,22,40,Monopolist
1,0.7,23,[13],2,46,23,40,Monopolist
1,0.72,24,"[6, 11]",5,393,24,40,Diversifier
1,0.75,25,"[9, 7]",2,194,25,40,Monopolist
1,0.63,26,[9],3,151,26,40,Diversifier
1,0.7,27,"[4, 13]",1,28,27,40,Diversifier
1,0.87,28,"[10, 7]",5,474,28,40,Monopolist
1,0.68,29,[4],1,35,29,40,Monopolist
1,0.81,30,"[17, 3]",3,115,30,40,Diversifier
1,0.85,31,[14],0,10,31,40,Monopolist
1,0.76,32,[11],3,247,32,40,Diversifier
1,0.78,33,[17],1,45,33,40,Diversifier
1,0.79,34,[13],0,10,34,40,Monopolist
1,0.63,35,[1],3,55,35,40,Diversifier
1,0.75,36,"[13, 15]",3,64,36,40,Monopolist
1,0.73,37,[15],2,156,37,40,Monopolist
1,0.88,38,[17],3,115,38,40,Diversifier
1,0.76,39,"[5, 1]",2,105,39,40,Diversifier
1,0.76,40,[9],2,104,40,40,Diversifier
1,0.75,41,"[19, 12]",9,376,41,40,Diversifier
1,0.68,42,[14],1,74,42,40,Monopolist
1,0.81,43,[17],2,80,43,40,Diversifier
1,0.74,44,[15],2,156,44,40,Diversifier
1,0.64,45,"[1, 18]",5,145,45,40,Diversifier
1,0.67,46,[7],3,286,46,40,Diversifier
1,0.63,47,[3],1,78,47,40,Monopolist
1,0.87,48,"[13, 10]",2,121,48,40,Diversifier
1,0.89,49,"[18, 2]",5,171,49,40,Monopolist
1,0.6,50,[6],2,160,50,40,Monopolist
1,0.72,51,[13],1,28,51,40,Diversifier
1,0.64,52,[20],4,166,52,40,Diversifier
1,0.84,53,[16],2,172,53,40,Diversifier
1,0.71,54,[4],2,60,54,40,Monopolist
1,0.76,55,[4],3,85,55,40,Diversifier
1,0.62,56,"[11, 16]",3,249,56,40,Diversifier
1,0.65,57,"[5, 7]",4,378,57,40,Monopolist
1,0.89,58,"[14, 9]",3,168,58,40,Diversifier
1,0.62,59,"[8, 2]",2,64,59,40,Diversifier
1,0.61,0,"[5, 6]",2,160,0,50,Diversifier
1,0.79,1,[4],1,35,1,50,Monopolist
1,0.69,2,[6],5,385,2,50,Monopolist
1,0.76,3,[8],5,80,3,50,Monopolist
1,0.9,4,"[10, 11]",4,354,4,50,Diversifier
1,0.73,5,"[14, 5]",1,90,5,50,Diversifier
1,0.82,6,"[8, 10]",4,303,6,50,Monopolist
1,0.76,7,[18],3,91,7,50,Diversifier
1,0.86,8,"[1, 5]",4,135,8,50,Monopolist
1,0.7,9,"[16, 4]",1,91,9,50,Monopolist
1,0.81,10,"[16, 12]",7,586,10,50,Monopolist
1,0.84,11,"[1, 5]",2,105,11,50,Diversifier
