priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.83,0,[8],0,10,0,10,Diversifier
1,0.75,1,[17],0,10,1,10,Monopolist
1,0.6,2,[17],0,10,2,10,Monopolist
1,0.68,3,"[9, 20]",0,10,3,10,Diversifier
1,0.84,4,"[11, 2]",0,10,4,10,Diversifier
1,0.87,5,[3],1,78,5,10,Monopolist
1,0.78,6,[19],1,29,6,10,Monopolist
1,0.71,7,"[3, 2]",0,10,7,10,Diversifier
1,0.86,8,[17],0,10,8,10,Monopolist
1,0.73,9,"[1, 16]",0,10,9,10,Monopolist
1,0.62,10,"[13, 3]",0,10,10,10,Monopolist
1,0.75,11,"[2, 7]",0,10,11,10,Monopolist
1,0.68,12,"[17, 5]",0,10,12,10,Diversifier
1,0.61,13,"[6, 15]",0,10,13,10,Monopolist
1,0.61,14,[14],0,10,14,10,Monopolist
1,0.66,15,[7],0,10,15,10,Monopolist
1,0.8,16,[2],0,10,16,10,Monopolist
1,0.64,17,"[12, 17]",0,10,17,10,Diversifier
1,0.79,18,[11],0,10,18,10,Monopolist
1,0.81,19,[8],0,10,19,10,Monopolist
1,0.85,20,[14],1,74,20,10,Monopolist
1,0.64,21,[12],0,10,21,10,Monopolist
1,0.77,22,"[7, 2]",0,10,22,10,Monopolist
1,0.63,23,"[13, 1]",0,10,23,10,Monopolist
1,0.73,24,"[13, 10]",0,10,24,10,Monopolist
1,0.63,25,"[11, 4]",0,10,25,10,Diversifier
1,0.86,26,"[14, 20]",1,74,26,10,Monopolist
1,0.89,27,"[1, 4]",0,10,27,10,Monopolist
1,0.81,28,[7],0,10,28,10,Diversifier
1,0.61,29,[20],0,10,29,10,Monopolist
1,0.89,30,"[1, 6]",0,10,30,10,Monopolist
1,0.69,31,"[12, 20]",0,10,31,10,Monopolist
1,0.83,32,[10],0,10,32,10,Diversifier
1,0.78,33,"[15, 13]",0,10,33,10,Diversifier
1,0.76,34,[5],0,10,34,10,Monopolist
1,0.65,35,"[9, 13]",0,10,35,10,Monopolist
1,0.61,36,"[17, 12]",0,10,36,10,Diversifier
1,0.86,37,"[2, 16]",0,10,37,10,Monopolist
1,0.64,38,[1],0,10,38,10,Monopolist
1,0.82,39,"[11, 1]",1,89,39,10,Diversifier
1,0.6,40,[6],0,10,40,10,Diversifier
1,0.62,41,"[20, 1]",0,10,41,10,Diversifier
1,0.7,42,"[3, 1]",0,10,42,10,Diversifier
1,0.88,43,"[3, 17]",0,10,43,10,Diversifier
