priceWeight,volumeThreshold,name,offeredServices,productionVolume,money,ownership,time,type
1,0.78,0,"[15, 7]",2,175,0,10,Diversifier
1,0.77,1,"[15, 3]",3,224,1,10,Monopolist
1,0.76,2,[10],2,196,2,10,Diversifier
1,0.71,3,[5],2,170,3,10,Diversifier
1,0.88,4,"[14, 6]",3,235,4,10,Diversifier
1,0.83,5,[20],3,127,5,10,Diversifier
1,0.86,6,"[3, 17]",6,220,6,10,Diversifier
1,0.81,7,"[18, 6]",1,85,7,10,Diversifier
1,0.78,8,[12],5,430,8,10,Monopolist
1,0.86,9,[1],0,10,9,10,Diversifier
1,0.64,10,"[9, 11]",4,262,10,10,Monopolist
1,0.61,11,[16],3,253,11,10,Diversifier
1,0.68,12,[19],1,29,12,10,Monopolist
1,0.61,13,"[19, 20]",2,48,13,10,Diversifier
1,0.65,14,[18],0,10,14,10,Monopolist
1,0.66,15,[16],3,253,15,10,Monopolist
1,0.68,16,[12],2,178,16,10,Diversifier
1,0.65,17,"[4, 15]",4,158,17,10,Diversifier
1,0.88,18,[11],2,168,18,10,Monopolist
1,0.72,19,[8],2,38,19,10,Monopolist
1,0.86,20,[11],1,89,20,10,Diversifier
1,0.9,21,"[1, 7]",2,194,21,10,Monopolist
1,0.78,22,"[13, 15]",4,247,22,10,Monopolist
1,0.61,23,"[15, 20]",3,127,23,10,Diversifier
1,0.6,24,[2],1,50,24,10,Monopolist
1,0.74,25,"[8, 5]",6,292,25,10,Monopolist
1,0.79,26,[7],3,286,26,10,Monopolist
1,0.84,27,[5],2,170,27,10,Diversifier
1,0.68,28,"[11, 6]",2,168,28,10,Monopolist
1,0.72,29,[8],2,38,29,10,Diversifier
1,0.72,30,[10],2,196,30,10,Monopolist
1,0.84,31,[20],0,10,31,10,Monopolist
1,0.9,32,[18],1,37,32,10,Monopolist
1,0.8,33,"[19, 11]",5,165,33,10,Monopolist
1,0.84,34,[2],4,170,34,10,Monopolist
1,0.79,35,"[6, 1]",2,100,35,10,Monopolist
1,0.67,36,"[15, 3]",2,151,36,10,Monopolist
1,0.81,37,"[14, 9]",4,215,37,10,Diversifier
1,0.86,38,[11],0,10,38,10,Diversifier
1,0.86,39,[10],2,196,39,10,Diversifier
1,0.9,40,[10],1,103,40,10,Diversifier
1,0.6,41,"[2, 1]",2,40,41,10,Diversifier
1,0.65,42,"[17, 19]",5,153,42,10,Monopolist
1,0.78,43,[5],2,170,43,10,Monopolist
1,0.64,44,[14],2,138,44,10,Diversifier
1,0.7,45,[16],1,91,45,10,Diversifier
1,0.75,46,[18],3,91,46,10,Monopolist
1,0.76,47,[2],2,90,47,10,Diversifier
1,0.88,48,"[14, 16]",3,253,48,10,Monopolist
1,0.89,49,[8],2,38,49,10,Monopolist
1,0.65,50,"[3, 13]",2,46,50,10,Diversifier
1,0.9,51,"[4, 3]",5,178,51,10,Monopolist
1,0.87,52,[8],1,24,52,10,Diversifier
1,0.89,53,"[3, 2]",1,78,53,10,Diversifier
1,0.69,54,[14],1,74,54,10,Monopolist
1,0.83,55,[13],3,64,55,10,Diversifier
1,0.6,56,"[3, 10]",2,171,56,10,Monopolist
1,0.79,57,[1],1,25,57,10,Monopolist
1,0.67,58,"[8, 10]",1,103,58,10,Diversifier
1,0.75,59,"[14, 4]",4,110,59,10,Diversifier
1,0.78,0,"[15, 7]",2,175,0,20,Diversifier
